=== Creating logs directory ===
=== Changing to work directory ===
=== Building bench_read_1pz ===
=== Picking sample files ===
Found and selected 100 files
=== Running benchmark with n_threads=32 (full per-file output) ===
path,file_size,n_cells,nnz,decoded_bytes,cold_ms,warm_ms
/mnt/home/besleya/quant/GSE254513/GSM8045364/counts.1pz,618355,7766,216785,1765348,11.2106,10.9314
/mnt/home/besleya/quant/GSE260842/GSM8125228/counts.1pz,8424232,4218,9681670,77470236,586.556,588.337
/mnt/home/besleya/quant/GSE212505/GSM6533793/counts.1pz,20006261,96276,16957987,136049004,796.21,791.716
/mnt/home/besleya/quant/GSE234790/GSM7474809/counts.1pz,18063574,68206,18765300,150395228,1034.74,1029.31
/mnt/home/besleya/quant/GSE233766/GSM7434420/counts.1pz,43582275,87748,56766733,454484860,3296.23,3289.76
/mnt/home/besleya/quant/GSE204702/GSM6186068/counts.1pz,9328500,3932,11207604,89676564,685.228,682.626
/mnt/home/besleya/quant/GSE130931/GSM4041122/counts.1pz,2811148,19788,3205979,25726988,187.448,188.36
/mnt/home/besleya/quant/GSE266546/GSM8249684/counts.1pz,1868928,10811,1382258,11101312,62.3924,61.1037
/mnt/home/besleya/quant/GSE250558/GSM7981588/counts.1pz,5921634,17214,5825071,46669428,275.111,278.951
/mnt/home/besleya/quant/GSE211956/GSM6506111/gene_counts.1pz,4118356,1773,5542752,44349112,340.355,341.648
/mnt/home/besleya/quant/GSE204702/GSM6186024/counts.1pz,6090241,2190,7232473,57868548,450.81,450.498
/mnt/home/besleya/quant/GSE206391/GSM6252958/counts.1pz,1384148,328,1513993,12113260,96.6152,94.985
/mnt/home/besleya/quant/GSE269942/GSM8330743/counts.1pz,2904767,293,3502324,28019768,241.839,242.62
/mnt/home/besleya/quant/GSE250558/GSM7981576/counts.1pz,37744885,17720,53074053,424663308,3354.05,3343.78
/mnt/home/besleya/quant/GSE152522/GSM4617199/counts.1pz,773850,4446,414257,3331844,18.5969,17.9648
/mnt/home/besleya/quant/GSE303581/GSM9129495/counts.1pz,18099643,7788,23340404,186754388,1454.5,1444.77
/mnt/home/besleya/quant/GSE261774/GSM8151506/counts.1pz,5777402,4065,6741236,53946152,385.334,389.683
/mnt/home/besleya/quant/GSE204702/GSM6186029/counts.1pz,4552514,2790,5321400,42582364,307.084,310.294
/mnt/home/besleya/quant/GSE266546/GSM8249701/counts.1pz,708839,2683,352917,2834072,16.1306,15.4492
/mnt/home/besleya/quant/GSE269942/GSM8330736/counts.1pz,5514591,621,7255882,58049544,510.434,508.157
/mnt/home/besleya/quant/GSE150290/GSM4546345/counts.1pz,5075807,5403,5431042,43469952,302.515,299.994
/mnt/home/besleya/quant/GSE266427/GSM8246772/counts.1pz,25099733,76241,26981473,216156752,1515.74,1507.71
/mnt/home/besleya/quant/GSE275650/GSM8481946/counts.1pz,15013539,6802,20011434,160118684,1233.62,1222.1
/mnt/home/besleya/quant/GSE206391/GSM6252962/counts.1pz,875046,173,786903,6295920,50.6571,49.5349
/mnt/home/besleya/quant/GSE152522/GSM4617162/counts.1pz,4137179,5532,3790219,30343884,197.203,199.9
/mnt/home/besleya/quant/GSE204704/GSM6186114/counts.1pz,8584782,2869,11036003,88299504,692.383,695.455
/mnt/home/besleya/quant/GSE266546/GSM8249617/counts.1pz,1510700,8071,1067825,8574888,46.9338,46.1312
/mnt/home/besleya/quant/GSE266546/GSM8249721/counts.1pz,872914,3677,501442,4026248,22.4732,21.8054
/mnt/home/besleya/quant/GSE142277/GSM4224315/counts.1pz,2568023,740,3317425,26542364,209.818,209.719
/mnt/home/besleya/quant/GSE114725/GSM3148598/counts.1pz,569017,1193,266091,2133504,13.0358,12.5029
/mnt/home/besleya/quant/GSE242197/GSM7754820/counts.1pz,15426210,6758,19268980,154178876,1180.56,1176.34
/mnt/home/besleya/quant/GSE114725/GSM3148629/counts.1pz,789025,1064,526261,4214348,27.7907,26.7234
/mnt/home/besleya/quant/GSE303581/GSM9129513/counts.1pz,18087781,10028,22848096,182824884,1377.56,1375.17
/mnt/home/besleya/quant/GSE266546/GSM8249607/counts.1pz,1910532,4457,1747105,13994672,86.172,83.5689
/mnt/home/besleya/quant/GSE261774/GSM8151513/counts.1pz,5985534,4906,7045665,56384948,393.022,398.185
/mnt/home/besleya/quant/GSE206391/GSM6252947/counts.1pz,810849,709,575302,4605256,32.3768,31.5407
/mnt/home/besleya/quant/GSE150290/GSM4546340/counts.1pz,2615385,1977,2661625,21300912,148.2,147.188
/mnt/home/besleya/quant/GSE121080/GSM3425697/counts.1pz,10087321,6221,12827159,102642160,751.502,754.25
/mnt/home/besleya/quant/GSE232362/GSM7329392/counts.1pz,27409499,112234,34954580,280085580,2161.48,2158.95
/mnt/home/besleya/quant/GSE204864/GSM6199113/counts.1pz,378864,266,74063,593572,4.43964,4.04159
/mnt/home/besleya/quant/GSE254513/GSM8045361/counts.1pz,362322,1133,46389,375648,3.27778,3.07819
/mnt/home/besleya/quant/GSE266546/GSM8249734/counts.1pz,495162,1006,183042,1468364,8.92521,8.60632
/mnt/home/besleya/quant/GSE260842/GSM8125234/counts.1pz,21571500,7595,25720209,205792056,1676.54,1670.51
/mnt/home/besleya/quant/GSE261110/GSM8135397/counts.1pz,38912553,25942,49870498,399067756,3057.9,3048.13
/mnt/home/besleya/quant/GSE266546/GSM8249664/counts.1pz,675271,3079,311893,2507464,13.8617,13.3502
/mnt/home/besleya/quant/GSE114725/GSM3148618/counts.1pz,1179245,2323,928693,7438840,45.2242,46.1029
/mnt/home/besleya/quant/GSE129826/GSM3722730/counts.1pz,22769793,10423,30132042,241098032,1826.76,1819.4
/mnt/home/besleya/quant/GSE236710/GSM7573930/counts.1pz,25531536,91803,32105910,257214496,2142.76,2136.07
/mnt/home/besleya/quant/GSE206391/GSM6252957/counts.1pz,881261,155,803055,6425064,52.2655,51.7834
/mnt/home/besleya/quant/GSE204864/GSM6199105/counts.1pz,982055,1148,679052,5437012,35.1171,34.4759
/mnt/home/besleya/quant/GSE206391/GSM6252955/counts.1pz,709599,203,532123,4257800,32.1118,31.7146
/mnt/home/besleya/quant/GSE183217/GSM5553486/counts.1pz,84593074,342891,105896523,848543752,6377.98,6347.04
/mnt/home/besleya/quant/GSE280311/GSM8594539/counts.1pz,1447495,3282,1579232,12646988,79.037,78.0529
/mnt/home/besleya/quant/GSE206284/GSM6249264/counts.1pz,2633745,12396,2251358,18060452,100.187,99.7076
/mnt/home/besleya/quant/GSE242197/GSM7754835/counts.1pz,24448115,81264,26072509,208905132,1524.02,1523.58
/mnt/home/besleya/quant/GSE216357/GSM6670927/counts.1pz,13910543,7655,17666250,141360624,1051.43,1044.78
/mnt/home/besleya/quant/GSE253903/GSM8029969/counts.1pz,14788132,6656,18073844,144617380,1145.9,1137.87
/mnt/home/besleya/quant/GSE266546/GSM8249650/counts.1pz,1962950,14967,1348256,10845920,56.7537,54.9404
/mnt/home/besleya/quant/GSE266546/GSM8249633/counts.1pz,586415,1981,249716,2005656,11.4067,11.0576
/mnt/home/besleya/quant/GSE303581/GSM9129518/counts.1pz,18987389,3003,27087265,216710136,1861,1858.14
/mnt/home/besleya/quant/GSE202410/GSM6119086/counts.1pz,5119191,3504,5813038,46518324,330.637,335.569
/mnt/home/besleya/quant/GSE204702/GSM6186046/counts.1pz,6801224,2087,8313289,66514664,530.134,530.453
/mnt/home/besleya/quant/GSE127246/GSM3633037/counts.1pz,7767897,22794,7500390,60094300,381.589,383.546
/mnt/home/besleya/quant/GSE178910/GSM5400788/counts.1pz,9505524,5453,12457534,99682088,737.832,737.058
/mnt/home/besleya/quant/GSE266546/GSM8249641/counts.1pz,833782,3263,480243,3855000,22.0846,21.1769
/mnt/home/besleya/quant/GSE201534/GSM6066349/counts.1pz,22046966,105711,22604103,181255672,1122.14,1119.29
/mnt/home/besleya/quant/GSE156405/GSM4730270/counts.1pz,4307962,3581,4864227,38928144,272.72,273.893
/mnt/home/besleya/quant/GSE262686/GSM8173786/counts.1pz,297831,119,702,6096,1.01727,0.642385
/mnt/home/besleya/quant/GSE270533/GSM8346283/counts.1pz,870168,400,666269,5331756,38.1646,37.3233
/mnt/home/besleya/quant/GSE280311/GSM8594544/counts.1pz,1085984,4786,978412,7846444,43.8573,43.7701
/mnt/home/besleya/quant/GSE266546/GSM8249719/counts.1pz,1622373,4826,1322305,10597748,62.3196,63.179
/mnt/home/besleya/quant/GSE266546/GSM8249593/counts.1pz,824563,2609,511532,4102696,23.63,23.0811
/mnt/home/besleya/quant/GSE261774/GSM8151503/counts.1pz,9305885,4059,11655668,93261584,729.214,725.295
/mnt/home/besleya/quant/GSE266427/GSM8246776/counts.1pz,15863034,77597,15718633,126059456,805.183,801.438
/mnt/home/besleya/quant/GSE154535/GSM4673009/counts.1pz,1815261,403,1803156,14426864,114.989,113.213
/mnt/home/besleya/quant/GSE121080/GSM3425687/counts.1pz,5510331,3019,6458811,51682568,382.434,384.987
/mnt/home/besleya/quant/GSE270533/GSM8346282/counts.1pz,1168937,838,987240,7901276,54.3053,53.5369
# SUMMARY: files=100 mean_cold_ms=743.505 median_cold_ms=302.591 p95_cold_ms=3057.9 mean_warm_ms=741.181 median_warm_ms=299.994 p95_warm_ms=3048.13 mean_decoded_bytes=9.97127e+07
# SUMMARY (parallel n_threads=4): wall_clock_ms=23586 throughput_mb_s=42.0705 throughput_files_s=4.2398
=== Quick run with n_threads=8 ===
path,file_size,n_cells,nnz,decoded_bytes,cold_ms,warm_ms
/mnt/home/besleya/quant/GSE204864/GSM6199115/counts.1pz,513272,559,203344,1628992,12.6454,11.4574
/mnt/home/besleya/quant/GSE278558/GSM8548823/counts.1pz,23106047,91981,25314656,202885176,1373.85,1367.51
/mnt/home/besleya/quant/GSE216357/GSM6670922/counts.1pz,16742892,8645,21749405,174029824,1309.29,1298.63
/mnt/home/besleya/quant/GSE206391/GSM6252975/counts.1pz,5339970,10498,5481942,43897532,310.1,306.388
/mnt/home/besleya/quant/GSE206284/GSM6249257/counts.1pz,2774384,12268,2423644,19438228,116.9,113.859
/mnt/home/besleya/quant/GSE261774/GSM8151509/counts.1pz,4317027,2468,5033570,40278436,303.076,299.189
/mnt/home/besleya/quant/GSE211956/GSM6506117/gene_counts.1pz,6740497,3072,8791799,70346684,538.463,539.074
/mnt/home/besleya/quant/GSE250558/GSM7981573/counts.1pz,14995791,18441,18084082,144746424,977.141,970.836
/mnt/home/besleya/quant/GSE181422/GSM5502225/counts.1pz,17662515,72428,17897930,143473156,967.791,960.228
/mnt/home/besleya/quant/GSE152522/GSM4617170/counts.1pz,3578381,6745,3684239,29500896,189.648,191.188
/mnt/home/besleya/quant/GSE129826/GSM3722736/counts.1pz,35494404,12916,51269494,410207620,3326.31,3317.69
/mnt/home/besleya/quant/GSE241386/GSM7728058/counts.1pz,20307475,15600,24082308,192720868,1452.19,1446.92
/mnt/home/besleya/quant/GSE266546/GSM8249673/counts.1pz,2407450,15117,1732601,13921280,78.788,79.2967
/mnt/home/besleya/quant/GSE250558/GSM7981580/counts.1pz,3678804,82319,2321332,18899936,109.422,110.494
/mnt/home/besleya/quant/GSE211956/GSM6506109/gene_counts.1pz,3209845,2086,3505485,28052228,202.784,207.263
/mnt/home/besleya/quant/GSE150290/GSM4546306/counts.1pz,3205409,2206,3440824,27535420,199.704,200.734
/mnt/home/besleya/quant/GSE173180/GSM5261585/counts.1pz,31517915,114113,35226141,282265584,1984.72,1976.92
/mnt/home/besleya/quant/GSE150290/GSM4546307/counts.1pz,4600002,3494,5139735,41131860,297.933,295.465
/mnt/home/besleya/quant/GSE237239/GSM7597609/counts.1pz,70529614,137014,88856673,711401444,5411.14,5397.96
/mnt/home/besleya/quant/GSE242197/GSM7754836/counts.1pz,15868788,7551,19241270,153960368,1180.27,1173.05
/mnt/home/besleya/quant/GSE250558/GSM7981574/counts.1pz,13279403,19502,15443146,123623180,815.843,812.674
/mnt/home/besleya/quant/GSE269942/GSM8330744/counts.1pz,18485770,3867,25499396,204010640,1763.29,1765.46
/mnt/home/besleya/quant/GSE266546/GSM8249613/counts.1pz,3843563,22429,3217790,25832040,142.239,140.365
/mnt/home/besleya/quant/GSE254513/GSM8045364/counts.1pz,618355,7766,216785,1765348,11.292,10.9453
/mnt/home/besleya/quant/GSE260842/GSM8125228/counts.1pz,8424232,4218,9681670,77470236,587.943,589.104
/mnt/home/besleya/quant/GSE212505/GSM6533793/counts.1pz,20006261,96276,16957987,136049004,798.603,791.586
/mnt/home/besleya/quant/GSE234790/GSM7474809/counts.1pz,18063574,68206,18765300,150395228,1032.57,1028.98
/mnt/home/besleya/quant/GSE233766/GSM7434420/counts.1pz,43582275,87748,56766733,454484860,3295.91,3295.67
/mnt/home/besleya/quant/GSE204702/GSM6186068/counts.1pz,9328500,3932,11207604,89676564,685.864,683.156
/mnt/home/besleya/quant/GSE130931/GSM4041122/counts.1pz,2811148,19788,3205979,25726988,187.712,188.341
/mnt/home/besleya/quant/GSE266546/GSM8249684/counts.1pz,1868928,10811,1382258,11101312,62.3851,61.1527
/mnt/home/besleya/quant/GSE250558/GSM7981588/counts.1pz,5921634,17214,5825071,46669428,274.655,279.802
/mnt/home/besleya/quant/GSE211956/GSM6506111/gene_counts.1pz,4118356,1773,5542752,44349112,340.496,341.955
/mnt/home/besleya/quant/GSE204702/GSM6186024/counts.1pz,6090241,2190,7232473,57868548,450.939,451.438
/mnt/home/besleya/quant/GSE206391/GSM6252958/counts.1pz,1384148,328,1513993,12113260,96.7261,94.9589
/mnt/home/besleya/quant/GSE269942/GSM8330743/counts.1pz,2904767,293,3502324,28019768,241.878,242.581
/mnt/home/besleya/quant/GSE250558/GSM7981576/counts.1pz,37744885,17720,53074053,424663308,3353.48,3346.15
/mnt/home/besleya/quant/GSE152522/GSM4617199/counts.1pz,773850,4446,414257,3331844,18.755,17.9099
/mnt/home/besleya/quant/GSE303581/GSM9129495/counts.1pz,18099643,7788,23340404,186754388,1456.64,1449.67
/mnt/home/besleya/quant/GSE261774/GSM8151506/counts.1pz,5777402,4065,6741236,53946152,385.852,390.025
/mnt/home/besleya/quant/GSE204702/GSM6186029/counts.1pz,4552514,2790,5321400,42582364,306.892,310.229
/mnt/home/besleya/quant/GSE266546/GSM8249701/counts.1pz,708839,2683,352917,2834072,16.4912,15.4872
/mnt/home/besleya/quant/GSE269942/GSM8330736/counts.1pz,5514591,621,7255882,58049544,511.374,509.079
/mnt/home/besleya/quant/GSE150290/GSM4546345/counts.1pz,5075807,5403,5431042,43469952,302.737,300.603
/mnt/home/besleya/quant/GSE266427/GSM8246772/counts.1pz,25099733,76241,26981473,216156752,1517.23,1511.21
/mnt/home/besleya/quant/GSE275650/GSM8481946/counts.1pz,15013539,6802,20011434,160118684,1232.03,1224.18
/mnt/home/besleya/quant/GSE206391/GSM6252962/counts.1pz,875046,173,786903,6295920,50.7078,49.5767
/mnt/home/besleya/quant/GSE152522/GSM4617162/counts.1pz,4137179,5532,3790219,30343884,198.203,200.161
/mnt/home/besleya/quant/GSE204704/GSM6186114/counts.1pz,8584782,2869,11036003,88299504,693.075,695.965
/mnt/home/besleya/quant/GSE266546/GSM8249617/counts.1pz,1510700,8071,1067825,8574888,46.7247,46.228
/mnt/home/besleya/quant/GSE266546/GSM8249721/counts.1pz,872914,3677,501442,4026248,22.3985,21.7996
/mnt/home/besleya/quant/GSE142277/GSM4224315/counts.1pz,2568023,740,3317425,26542364,209.451,210.221
/mnt/home/besleya/quant/GSE114725/GSM3148598/counts.1pz,569017,1193,266091,2133504,12.9648,12.509
/mnt/home/besleya/quant/GSE242197/GSM7754820/counts.1pz,15426210,6758,19268980,154178876,1180.91,1177.19
/mnt/home/besleya/quant/GSE114725/GSM3148629/counts.1pz,789025,1064,526261,4214348,27.8141,26.7679
/mnt/home/besleya/quant/GSE303581/GSM9129513/counts.1pz,18087781,10028,22848096,182824884,1381.2,1376.99
/mnt/home/besleya/quant/GSE266546/GSM8249607/counts.1pz,1910532,4457,1747105,13994672,85.7383,83.6403
/mnt/home/besleya/quant/GSE261774/GSM8151513/counts.1pz,5985534,4906,7045665,56384948,393.381,399.053
/mnt/home/besleya/quant/GSE206391/GSM6252947/counts.1pz,810849,709,575302,4605256,32.5778,31.5699
/mnt/home/besleya/quant/GSE150290/GSM4546340/counts.1pz,2615385,1977,2661625,21300912,148.232,147.304
/mnt/home/besleya/quant/GSE121080/GSM3425697/counts.1pz,10087321,6221,12827159,102642160,751.93,755.402
/mnt/home/besleya/quant/GSE232362/GSM7329392/counts.1pz,27409499,112234,34954580,280085580,2165.44,2157.35
/mnt/home/besleya/quant/GSE204864/GSM6199113/counts.1pz,378864,266,74063,593572,4.48082,4.05292
/mnt/home/besleya/quant/GSE254513/GSM8045361/counts.1pz,362322,1133,46389,375648,3.32893,3.06336
/mnt/home/besleya/quant/GSE266546/GSM8249734/counts.1pz,495162,1006,183042,1468364,8.93882,8.62083
/mnt/home/besleya/quant/GSE260842/GSM8125234/counts.1pz,21571500,7595,25720209,205792056,1677.92,1672.42
/mnt/home/besleya/quant/GSE261110/GSM8135397/counts.1pz,38912553,25942,49870498,399067756,3063.01,3051.76
/mnt/home/besleya/quant/GSE266546/GSM8249664/counts.1pz,675271,3079,311893,2507464,14.2012,13.3554
/mnt/home/besleya/quant/GSE114725/GSM3148618/counts.1pz,1179245,2323,928693,7438840,45.1899,46.1587
/mnt/home/besleya/quant/GSE129826/GSM3722730/counts.1pz,22769793,10423,30132042,241098032,1830.49,1820.6
/mnt/home/besleya/quant/GSE236710/GSM7573930/counts.1pz,25531536,91803,32105910,257214496,2143.36,2138.71
/mnt/home/besleya/quant/GSE206391/GSM6252957/counts.1pz,881261,155,803055,6425064,52.1622,51.863
/mnt/home/besleya/quant/GSE204864/GSM6199105/counts.1pz,982055,1148,679052,5437012,35.2302,34.5164
/mnt/home/besleya/quant/GSE206391/GSM6252955/counts.1pz,709599,203,532123,4257800,32.1229,31.765
/mnt/home/besleya/quant/GSE183217/GSM5553486/counts.1pz,84593074,342891,105896523,848543752,6384.84,6353.45
/mnt/home/besleya/quant/GSE280311/GSM8594539/counts.1pz,1447495,3282,1579232,12646988,79.1288,78.0896
/mnt/home/besleya/quant/GSE206284/GSM6249264/counts.1pz,2633745,12396,2251358,18060452,100.305,99.7383
/mnt/home/besleya/quant/GSE242197/GSM7754835/counts.1pz,24448115,81264,26072509,208905132,1525.63,1525.88
/mnt/home/besleya/quant/GSE216357/GSM6670927/counts.1pz,13910543,7655,17666250,141360624,1052.75,1045.82
/mnt/home/besleya/quant/GSE253903/GSM8029969/counts.1pz,14788132,6656,18073844,144617380,1148.77,1139.76
/mnt/home/besleya/quant/GSE266546/GSM8249650/counts.1pz,1962950,14967,1348256,10845920,56.6983,54.9823
/mnt/home/besleya/quant/GSE266546/GSM8249633/counts.1pz,586415,1981,249716,2005656,11.437,11.1067
/mnt/home/besleya/quant/GSE303581/GSM9129518/counts.1pz,18987389,3003,27087265,216710136,1863.32,1860.91
/mnt/home/besleya/quant/GSE202410/GSM6119086/counts.1pz,5119191,3504,5813038,46518324,331.275,336.091
/mnt/home/besleya/quant/GSE204702/GSM6186046/counts.1pz,6801224,2087,8313289,66514664,530.82,529.55
/mnt/home/besleya/quant/GSE127246/GSM3633037/counts.1pz,7767897,22794,7500390,60094300,381.541,384.491
/mnt/home/besleya/quant/GSE178910/GSM5400788/counts.1pz,9505524,5453,12457534,99682088,740,737.755
/mnt/home/besleya/quant/GSE266546/GSM8249641/counts.1pz,833782,3263,480243,3855000,22.1494,21.2433
/mnt/home/besleya/quant/GSE201534/GSM6066349/counts.1pz,22046966,105711,22604103,181255672,1123.72,1119.88
/mnt/home/besleya/quant/GSE156405/GSM4730270/counts.1pz,4307962,3581,4864227,38928144,272.423,274.371
/mnt/home/besleya/quant/GSE262686/GSM8173786/counts.1pz,297831,119,702,6096,1.03875,0.649275
/mnt/home/besleya/quant/GSE270533/GSM8346283/counts.1pz,870168,400,666269,5331756,38.1422,37.344
/mnt/home/besleya/quant/GSE280311/GSM8594544/counts.1pz,1085984,4786,978412,7846444,44.0177,43.8181
/mnt/home/besleya/quant/GSE266546/GSM8249719/counts.1pz,1622373,4826,1322305,10597748,62.0929,63.2228
/mnt/home/besleya/quant/GSE266546/GSM8249593/counts.1pz,824563,2609,511532,4102696,24.0424,23.1243
/mnt/home/besleya/quant/GSE261774/GSM8151503/counts.1pz,9305885,4059,11655668,93261584,730.037,726.267
/mnt/home/besleya/quant/GSE266427/GSM8246776/counts.1pz,15863034,77597,15718633,126059456,807.956,802.62
/mnt/home/besleya/quant/GSE154535/GSM4673009/counts.1pz,1815261,403,1803156,14426864,115.277,113.499
/mnt/home/besleya/quant/GSE121080/GSM3425687/counts.1pz,5510331,3019,6458811,51682568,383.275,385.432
/mnt/home/besleya/quant/GSE270533/GSM8346282/counts.1pz,1168937,838,987240,7901276,54.4304,53.6326
# SUMMARY: files=100 mean_cold_ms=744.283 median_cold_ms=303.076 p95_cold_ms=3063.01 mean_warm_ms=742.082 median_warm_ms=300.603 p95_warm_ms=3051.76 mean_decoded_bytes=9.97127e+07
# SUMMARY (parallel n_threads=8): wall_clock_ms=15362 throughput_mb_s=64.5928 throughput_files_s=6.50956
=== Quick run with n_threads=16 ===
path,file_size,n_cells,nnz,decoded_bytes,cold_ms,warm_ms
/mnt/home/besleya/quant/GSE204864/GSM6199115/counts.1pz,513272,559,203344,1628992,12.7564,11.4879
/mnt/home/besleya/quant/GSE278558/GSM8548823/counts.1pz,23106047,91981,25314656,202885176,1375.93,1367.89
/mnt/home/besleya/quant/GSE216357/GSM6670922/counts.1pz,16742892,8645,21749405,174029824,1308.15,1297.56
/mnt/home/besleya/quant/GSE206391/GSM6252975/counts.1pz,5339970,10498,5481942,43897532,311.336,305.721
/mnt/home/besleya/quant/GSE206284/GSM6249257/counts.1pz,2774384,12268,2423644,19438228,117.333,113.473
/mnt/home/besleya/quant/GSE261774/GSM8151509/counts.1pz,4317027,2468,5033570,40278436,302.834,299.162
/mnt/home/besleya/quant/GSE211956/GSM6506117/gene_counts.1pz,6740497,3072,8791799,70346684,537.932,538.9
/mnt/home/besleya/quant/GSE250558/GSM7981573/counts.1pz,14995791,18441,18084082,144746424,976.505,970.88
/mnt/home/besleya/quant/GSE181422/GSM5502225/counts.1pz,17662515,72428,17897930,143473156,967.475,958.569
/mnt/home/besleya/quant/GSE152522/GSM4617170/counts.1pz,3578381,6745,3684239,29500896,188.835,190.299
/mnt/home/besleya/quant/GSE129826/GSM3722736/counts.1pz,35494404,12916,51269494,410207620,3326.6,3315.37
/mnt/home/besleya/quant/GSE241386/GSM7728058/counts.1pz,20307475,15600,24082308,192720868,1452.26,1447.76
/mnt/home/besleya/quant/GSE266546/GSM8249673/counts.1pz,2407450,15117,1732601,13921280,78.9334,79.7883
/mnt/home/besleya/quant/GSE250558/GSM7981580/counts.1pz,3678804,82319,2321332,18899936,109.534,110.877
/mnt/home/besleya/quant/GSE211956/GSM6506109/gene_counts.1pz,3209845,2086,3505485,28052228,203.303,207.395
/mnt/home/besleya/quant/GSE150290/GSM4546306/counts.1pz,3205409,2206,3440824,27535420,199.129,200.986
/mnt/home/besleya/quant/GSE173180/GSM5261585/counts.1pz,31517915,114113,35226141,282265584,1983.46,1976.98
/mnt/home/besleya/quant/GSE150290/GSM4546307/counts.1pz,4600002,3494,5139735,41131860,297.712,297.349
/mnt/home/besleya/quant/GSE237239/GSM7597609/counts.1pz,70529614,137014,88856673,711401444,5414.9,5398.93
/mnt/home/besleya/quant/GSE242197/GSM7754836/counts.1pz,15868788,7551,19241270,153960368,1180.65,1172.83
/mnt/home/besleya/quant/GSE250558/GSM7981574/counts.1pz,13279403,19502,15443146,123623180,815.537,812.186
/mnt/home/besleya/quant/GSE269942/GSM8330744/counts.1pz,18485770,3867,25499396,204010640,1764.29,1764.74
/mnt/home/besleya/quant/GSE266546/GSM8249613/counts.1pz,3843563,22429,3217790,25832040,142.232,140.448
/mnt/home/besleya/quant/GSE254513/GSM8045364/counts.1pz,618355,7766,216785,1765348,11.3812,10.9209
/mnt/home/besleya/quant/GSE260842/GSM8125228/counts.1pz,8424232,4218,9681670,77470236,586.526,589.548
/mnt/home/besleya/quant/GSE212505/GSM6533793/counts.1pz,20006261,96276,16957987,136049004,797.615,791.71
/mnt/home/besleya/quant/GSE234790/GSM7474809/counts.1pz,18063574,68206,18765300,150395228,1032.51,1029.47
/mnt/home/besleya/quant/GSE233766/GSM7434420/counts.1pz,43582275,87748,56766733,454484860,3299.44,3292.8
/mnt/home/besleya/quant/GSE204702/GSM6186068/counts.1pz,9328500,3932,11207604,89676564,686.752,682.979
/mnt/home/besleya/quant/GSE130931/GSM4041122/counts.1pz,2811148,19788,3205979,25726988,187.273,189.073
/mnt/home/besleya/quant/GSE266546/GSM8249684/counts.1pz,1868928,10811,1382258,11101312,62.4123,61.1278
/mnt/home/besleya/quant/GSE250558/GSM7981588/counts.1pz,5921634,17214,5825071,46669428,275.374,280.331
/mnt/home/besleya/quant/GSE211956/GSM6506111/gene_counts.1pz,4118356,1773,5542752,44349112,340.514,342.723
/mnt/home/besleya/quant/GSE204702/GSM6186024/counts.1pz,6090241,2190,7232473,57868548,451.055,450.773
/mnt/home/besleya/quant/GSE206391/GSM6252958/counts.1pz,1384148,328,1513993,12113260,96.7058,95.0377
/mnt/home/besleya/quant/GSE269942/GSM8330743/counts.1pz,2904767,293,3502324,28019768,241.723,242.158
/mnt/home/besleya/quant/GSE250558/GSM7981576/counts.1pz,37744885,17720,53074053,424663308,3352.82,3345.49
/mnt/home/besleya/quant/GSE152522/GSM4617199/counts.1pz,773850,4446,414257,3331844,18.6947,17.9546
/mnt/home/besleya/quant/GSE303581/GSM9129495/counts.1pz,18099643,7788,23340404,186754388,1455.55,1446.41
/mnt/home/besleya/quant/GSE261774/GSM8151506/counts.1pz,5777402,4065,6741236,53946152,386.558,391.592
/mnt/home/besleya/quant/GSE204702/GSM6186029/counts.1pz,4552514,2790,5321400,42582364,307.29,309.812
/mnt/home/besleya/quant/GSE266546/GSM8249701/counts.1pz,708839,2683,352917,2834072,16.1967,15.4744
/mnt/home/besleya/quant/GSE269942/GSM8330736/counts.1pz,5514591,621,7255882,58049544,512.095,508.122
/mnt/home/besleya/quant/GSE150290/GSM4546345/counts.1pz,5075807,5403,5431042,43469952,302.41,300.794
/mnt/home/besleya/quant/GSE266427/GSM8246772/counts.1pz,25099733,76241,26981473,216156752,1515.9,1509.52
/mnt/home/besleya/quant/GSE275650/GSM8481946/counts.1pz,15013539,6802,20011434,160118684,1231.23,1224.21
/mnt/home/besleya/quant/GSE206391/GSM6252962/counts.1pz,875046,173,786903,6295920,50.7161,49.6347
/mnt/home/besleya/quant/GSE152522/GSM4617162/counts.1pz,4137179,5532,3790219,30343884,197.955,200.37
/mnt/home/besleya/quant/GSE204704/GSM6186114/counts.1pz,8584782,2869,11036003,88299504,693.02,696.107
/mnt/home/besleya/quant/GSE266546/GSM8249617/counts.1pz,1510700,8071,1067825,8574888,46.8775,46.1411
/mnt/home/besleya/quant/GSE266546/GSM8249721/counts.1pz,872914,3677,501442,4026248,22.3689,21.8003
/mnt/home/besleya/quant/GSE142277/GSM4224315/counts.1pz,2568023,740,3317425,26542364,210.018,210.647
/mnt/home/besleya/quant/GSE114725/GSM3148598/counts.1pz,569017,1193,266091,2133504,12.9574,12.5112
/mnt/home/besleya/quant/GSE242197/GSM7754820/counts.1pz,15426210,6758,19268980,154178876,1181.47,1177.5
/mnt/home/besleya/quant/GSE114725/GSM3148629/counts.1pz,789025,1064,526261,4214348,27.8431,26.7807
/mnt/home/besleya/quant/GSE303581/GSM9129513/counts.1pz,18087781,10028,22848096,182824884,1378.99,1379.36
